Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Dinner,g1006576-d10629745, 9 febbraio 2023,friends,"Met with friends for tapas. Food was delicious, service was great and friendly. Will definitely come again!","Punteggio 5,0 su 5","",""
Dinner at the pure drop,g1006504-d4985353, 27 marzo 2024,family,Good food on a busy night! We had the fish chips and mushy peas and it was cooked beautifully we especially loved the tartare sauce was it homemade we wonder,"Punteggio 5,0 su 5","",""
Dinner Dance,g1006504-d2320409, 17 novembre 2019,none,"70 people attending event food was very good given numbers hot and tasty

Excellent Venue only complaint was 70 attendees and only one on bar and slow","Punteggio 4,0 su 5","",""
Dinner disco,g1006504-d2320409, 15 dicembre 2019,friends,Fun eve with group of friends. Food good as ever. Dj excellent. Service very good. Christmas party nights far superior to the Tribute nights.,"Punteggio 5,0 su 5","",""
Dirty Fries = happy customer. 😁,g1006524-d2647930, 17 febbraio 2024,family,"Dropped in for some lunch. Greeted by a friendly, smiling waitress and given a choice of tables.
Ordered fish & chips and I had Dirty Fries. The Dirty Fries are amazing. 
Definitely worth a return visit.
Friendly staff and great food, nuff said!!","Punteggio 5,0 su 5","",""
Disappointed,g1006504-d2509017, 9 maggio 2024,friends,"Asked for Gluten free menu which was given to us without any prices. On enquiring they said it’s the same price as the normal menu !! which we had to check ourselves!
Then the salad grains salad arrived with lumps of corn which were impossible to separate. I returned the meal and asked for a refund. The person I dealt with did not apologise and argued with me about how I needed to separate  the corn!  Very poor customer service.  Would never return or promote the place.","Punteggio 2,0 su 5","",""
Disappointed but ok,g1006504-d5816534, 5 agosto 2023,couples,"Was really looking forward to my birthday meal here after reading reviews but must say was a tad disappointed. My partner when ordering asked for 2 starters and 2 mains. He was asked at time of ordering did he want these brought out at same time which he found wierd. Ordered Nachos and there was no sour cream.  Then no sooner had we finished starter main was on table and it seemed it had been kept under a hot plate waiting for us to finish starter. My steak was tough and not tender at all.  Plus because it had gone past 8.30 could  not order a desert as they say kitchen closed.  We ordered 7.30, good came out 8.05 . Surely they cannot expect you to eat two courses in 25 mins and get started ordered before 8.30.  I heard another table moaning about this also.   You have to pay as order as well which I find unusual.  In the main disappointed big time","Punteggio 3,0 su 5","",""
Disappointing,g1005967-d12183920, 30 dicembre 2023,family,"No internet access, what decade are we in?…..a  problem….. Everything expensive..won’t come again…..","Punteggio 3,0 su 5","",""
Disappointing,g1005967-d2459574, 29 ottobre 2022,family,"So disappointed with this Pub. It was a half way point to meet up with family. Looked really nice on website and menu had something for everyone. 
Food presentation was off putting. Huge chips that looked and tasted like under cooked wedges. The fish tasted ok but had thick stodgy batter. Served with a few peas. Tartar sauce was good. Had to ask for more condiments and napkins. 
Flies were an issue, couldn’t believe that they had sticky fly papers hanging from the ceiling! When asked if they had a fly problem, the waiter said (with a big smile on his face) “oh yes, terrible problem” and continued to chat about it. 
Toilets were ok, very basic. Unsurprisingly no one asked if everything was ok? 
We left and walked to a lovely little Tea Shop to have a cup of tea and chat in more comfortable surroundings.","Punteggio 2,0 su 5","",""
Disappointing - Not up to usual standard,g1006576-d1006804, 21 luglio 2023,couples,"Long time visitors to the Woodman, unfortunately today was not one of the best. We (2 of us) arrived just before 1:30. Was seated and ordered drinks. When drinks arrived promptly we made our food order for starters and mains. Starters arrived shortly after and were delicious. However once we finished our starters mains were nowhere in sight. After nearly an hour we enquired about our mains and were told ‘we’ve been very busy’. Nearly 10 mins later they arrived. My mash was cold with lumps in, my veg (which is usually excellent here) were tepid. My pie filling was piping hot although the topping was overdone and had gravy poured over it - not to everyone liking. Wife’s fish was tepid likewise the crushed potatoes and veg. Poached egg was fine! It would appear we’d been forgotten. The fact no one enquired whether we’d enjoyed the food was equally disappointing. The staff were generally very good. We’ll visit again and then decide whether it’s worth preserving with. We’ve started to visit the nearby Rabbits, which is very good, so whilst we have a sense of loyalty to the Woodman we won’t ignore any shortcomings such as todays.","Punteggio 2,0 su 5","",""
Disaster valentines evening,g1006504-d2320409, 2 marzo 2020,none,"We visited the venue before booking to check out the menu all looked fine on the surface so we booked at £45.00 for a set menu and coffee plus entertainment.

Arrived shown to table , table next to ours collapsed beneath them, people were moved. Waited  20 mins no one asked if we would like wine finally ordered bottle , waiter put it on table unopened and  still corked, he walked away.  Ordered food  but items on menu were not available very disappointing.  Alternative was bland and cold poor quality.  Service throughout dinner was awful had to ask for water bread etc.  
Music started only to stop half way through . No explanation given this was 10.30 p.m.  The  evening was supposed to stop at 12 p.m We just sat there  wondering what was going on asked a waitress she said its finished.  We were not even offered a proper explanation or drink in the bar due to the fact they cut the evening short.
What a valentines disaster, we felt like it was take the money and run or fawlty towers evening.  We were a group of four and had been looking forward to trying Bentleys,  well we cannot recommend it, can only imagine it  must just be a group of regular people writing good reviews as i haven't had an evening as poor as this in my life !! 
Absolutely unacceptable shambles of an evening no service , food mediocre , good tribute act but entertainment stopped with no proper explanation why it was cut short. Terrible way to run a business.","Punteggio 1,0 su 5","",""
Dog issues,g1006175-d8497246, 24 aprile 2024,couples,"Hi, we have been at Bertram's for breakfast and lunch before and latterly dinner - and the food and staff are always excellent - however there is a dog issue which seems to be getting out of control. The last visit saw us having to suffer the awful smell from a dog at the adjoining table, this morning a good 50% of tables had dogs at them - then there were the people waiting for tables - also with dogs blocking the doorway. The dogs all swishing their tails, scratching themselves,  drooling and trying to get food/attention etc - its quite disgusting. I own a food production company and operate in conjunction with Environmental Health, I fail to see why dogs are permitted en masse in a restaurant when they are completey banned in the food preparation area - what is the difference - hair and god knows what else is freely circulating in the restaurant and therefore potentially onto food, eating surfaces, equipment etc. Would it not be sensible to have a section dog-free? Which would also cater for those with allergies? I think you might be surprised at the uptake. I would also comment those restaurants locally who do not permit dogs at all seem to be doing just fine in terms of business. As an aside, dogs are not permitted in supermarkets and dog owners seem to be able to plan around this easily - it's just comes down to rules and educating dog owners accordingly.","Punteggio 3,0 su 5","",""
Don’t go,g1006576-d10629745, 19 marzo 2023,family,"If I could have given this pub a zero I would have. Booked a  table for Mother’s Day, no Marlboro Savingnon, no Tanqueray gin, because they had a busy day yesterday. I’m sorry, but you knew it was a busy day on Mother’s Day, go to Sainsburys, it’s across the road, get the drinks you’re short of. And sell them for four times the amount you are buying it for. I’d pay it! 
Now for the food, we ordered pig cheeks, AKA dog food.  Crochets were ok. Sweet and sour chicken, looked like it was out of a tin. We are not complainers but this pub was the worst meal I’ve had in a very long time. Just want to avoid anyone making he same mistake. 
On a plus the staff were very enthusiastic","Punteggio 1,0 su 5","",""
"Dry, fish & chips.",g1005967-d12183920, 22 novembre 2023,couples,"usually the food here is very good but today, it was the worst ever had.  Not sure if they have changed chefs or suppliers. Ordered Cod and Chips, what came was sardine and chips. At least that was the fish size, and not sure if it was cod, certainly did not taste or look like cod. But how to you prove it one way or other?
The whole meal was very dry in taste. 
Be a while before I return here.
My wife had soup, potato & leek, could not taste or see any leek !!!
Nutcutts need to up their game to remain competitive as we can go elsewhere.","Punteggio 2,0 su 5","",""
Eccellente cucina italiana a prezzi fantastici.,g1006504-d1043682,"",couples,Abbiamo trascorso una serata fuori con mia moglie. Servizio cortese ed efficiente con il cibo italiano ben preparata . Ben fatto per Chianti,"Punteggio 5,0 su 5","",""
Even better if .....,g10021931-d3222824, 13 ottobre 2023,couples,"Great location - unsure if staff realise working in the ' hospitality' industry - cheese toastie £8.50 with no salad/ crisps/ garnish - leave up to reviews if over priced 
Lots of potential😃","Punteggio 3,0 su 5","",""
Excellent,g1006175-d8497246, 21 aprile 2024,family,"Popped in for early afternoon light bites - swift and pleasant service, and really excellent soup, scone, and cakes. All the food being served looked very tempting! Will be back.","Punteggio 5,0 su 5","",""
Excellent,g1006504-d3201313, 19 maggio 2024,couples,"Visited the pub today, food was excellent, decent beer selection, didn’t have to wait for food to arrive which was good, the staff were friendly and efficient, will visit again, thank you to JJ, Beth and Poppy, thank you, Phil & Ruth (Brixton)","Punteggio 5,0 su 5","",""
Excellent,g1006504-d4985353, 20 maggio 2024,none,Excellent meal and staff.  We used to go to the Pure Drop many years ago when we lived nearer and thought we would try it again,"Punteggio 5,0 su 5","",""
Excellent all round,g1006504-d2178057, 18 settembre 2023,couples,Excellent value and food. Good service. Will visit again … very expansive and well constructed menu . Polite accommodating staff,"Punteggio 5,0 su 5","",""
Excellent experience,g1006576-d1006804, 16 febbraio 2024,family,"Excellent service. We sat outside as we had a dog and everyone made a fuss of us and the dog, who was given a sausage Food was lovely and so nice to have a range of desserts to choose from.","Punteggio 5,0 su 5","",""
Excellent food and service,g1006504-d1007560, 14 marzo 2024,friends,"Excellent food as always, together with friendly, attentive and efficient service from Lisa. Will definitely be coming again - thank you!","Punteggio 5,0 su 5","",""
Excellent highly recommend,g1006524-d2647930, 21 febbraio 2024,couples,"Popped in as The Fish was recommended by a friend 
Was greeted by a very friendly lady. Very attentive and informative.
We had the chef special of cod with mussels and the pulled pork bap.
I must say the food was of an excellent standard.
We were not disappointed.
Highly recommend","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/7a/57/48/caption.jpg,""
Excellent meal at The Nutmeg Tree,g1005967-d13447953, 18 marzo 2024,solo,"I enjoyed a delightful lunch at The Nutmeg Tree last week.  The Ploughman’s plate included both ham and a large wedge of Stilton cheese as well as pickled onions, home made slaw and apple chutney. Delicious. The service was impeccable and I was seated at my favorite Table 12 near the log fire. I always enjoy eating here whether I have a cream tea or a simple breakfast of poached eggs on toast. Now that Ditchling has added a free parking lot a short distance up the street it is very easy to park and walk to this enchanting cafe. I’ll be back soon!!!  Spring is coming and the outside garden is lovely!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/a8/33/74/caption.jpg,""
Excellent service and food,g1006504-d3201313, 14 marzo 2024,friends,"Horns Inn truly impressed me with its outstanding service, reasonable prices, and delicious food. The convenience of ample parking made my visit stress-free, while Sara's superb hospitality added an extra touch of warmth to the experience. The menu offered a variety of options, and I found the food to be not only tasty but also prepared with care. Whether you're looking for a quick bite or a leisurely meal, Horns Inn is definitely worth a visit.","Punteggio 5,0 su 5","",""
Excellent spot for lunch,g1005967-d12183920, 13 ottobre 2023,couples,"This is our favourite garden centre restaurant. The surroundings are excellent, the food is good and the staff are brilliant, especially Sammy, the restaurant manager.","Punteggio 5,0 su 5","",""
Excellent Sunday carvery,g1006504-d3806898, 18 aprile 2023,none,"3 of us went for Sunday lunch. It has changed massively since my last visit, more of a restaurant than a pub now. We ordered the carvery for each of us. Choice of pork, turkey & beef so had a bit of all of them. Good choice of veg, cauli cheese, peas, beans, carrots, swede, parsnips, roasties & york puds. All very nice & filling. Place is run very well by Megan the manageress. Very good Sunday roast.","Punteggio 4,0 su 5","",""
Excellent venue for a large group dinner party,g1006504-d1007560, 25 marzo 2024,family,"We booked at the Angel for a celebration birthday dinner for a large party of family and friends ( 17 of us).  From my first enquiry a few months back to the evening itself , we found the staff to be very pleasant and extremely helpful. They went out of their way to adapt the table arrangements to our requirements. 
We had to pre order the main meals a week before which wasn't a problem at all. They were very adaptable to some  dietary  changes . All the food was excellent, although our 7 yr old  and growing fast grandson found the children's meal size not nearly enough !
  We didn't feel rushed in any way with a good time between courses to socialise. All the staff were attentive  and we all had a thoroughly enjoyable time.","Punteggio 5,0 su 5","",""
Excellent venue for food.,g1006524-d2647930, 9 febbraio 2024,couples,"We had the vegan mountain burger with cheese and rosemary fries, and two beers. We hadn't been there for a while, it was closed for ages, to took a chance. 
The food was excellent, the burgers perfect and tasty, and the rosemary chips, a masterclass in flavour. Well done chef.
The service was first class 
I would recommend this restaurant, value for money too.","Punteggio 5,0 su 5","",""
Extra 75p charge for oatmilk!!!,g1005967-d10241689, 7 aprile 2023,friends,"We have been visiting the Green Welly for coffee and cake for several years. However, since the new owners took over, sadly, it isn't the same. We have been overcharged on numerous occasions. It's often only 30p or 50p extra, but it all adds up!

Understandably, prices have recently increased. However, I feel it is excessive to be charged an extra 75p for oat milk in coffee. For two double machiato with a spoonful of oatmilk froth, we were charged £3.85 each! 

I wouldn't object to paying slightly more for oat milk, but not 75p for a spoonful of foam! It's not even Oatly. They use cheap oat milk. 

We will be going to the Nutmeg Tree from now on.","Punteggio 2,0 su 5","",""
Extremely welcoming,g1006175-d6104159, 7 settembre 2023,friends,We were served by Mark who was extremely pleasant and couldn’t have been more helpful and attentive. We ordered garlic prawns and a panini and sat outside with a beautiful view of the castle. Lunch arrived quickly and was delicious. Will definitely call again and Mark thank you again for being the perfect hospitable host.,"Punteggio 5,0 su 5","",""
Eye off the ball,g1006175-d8497246, 19 aprile 2024,family,"Family stayed b and b,  room too hot, couldn't control heating, on front so no option of keeping windows open due to traffic noise. Staff took no interest in customer experience at check in or check out. Owner involvement required.
We went for lunch, Cullen skink and bread delicious but soft drinks hugely overpriced so had water.
Afternoon visit for two and cake, staff disinterested and cakes ordinary compared to last year. Flat white atrocious, staff have not been trained in drink preparation. 
Met family for breakfast, very slow service despite few customers, kippers were whole not filleted so poor experience. Full English fine, but no info on provenance of ingredients, eggs, bacon, sausage etc.... Customers were coming in by 10am but ignored by staff on their phones behind counter. Some left without being seen! Where are the owners in all this?
Refurb generally good but two chairs lost a leg each already so quality poor.
Didn't book for dinner but went to adjoining hotel. At 7.30, 2 customers in here, whilst at hotel the bar, lounge and restaurant full on a Wednesday which speaks volumes about prices on dinner menu. Way too expensive. 
We are local, and staff on duty did not include the excellent Louise.
We'll not be back or recommend again until we see improved reviews.
Such a shame.....","Punteggio 1,0 su 5","",""
Fab evening with friends,g1006504-d4985353, 24 marzo 2024,friends,"Had a lovely evening with friends, great service and reasonably priced drinks, the  staff were friendly and welcoming with great atmosphere, will definitely be coming again","Punteggio 5,0 su 5","",""
Fabulous as always,g1006504-d2509017, 5 maggio 2024,family,"Food as always fabulous had the pie for the 1st time, amazing great filing hot and quick service .. highly recommended see you next time!","Punteggio 5,0 su 5","",""
Fabulous breakfast in a sublime location,g10021931-d3222824, 20 aprile 2024,couples,"Absolutely excellent brunch, and didn’t the weather turn out for us as a period of such rain. Fabulous service, welcoming staff. Highly recommend the pave potato cake with haddock. Sublime.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/ea/38/ba/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/ea/38/b9/caption.jpg
Fabulous place in Warkworth,g1006175-d8497246, 8 aprile 2024,couples,"Pretty much a perfect meal, great food and service. Would highly recommend! We had the steak and the chicken which was excellent, followed by crepes suzette and lemon meringue pie.","Punteggio 5,0 su 5","",""
Fabulous!!,g1006576-d1006804, 14 agosto 2023,friends,What an amazing atmosphere! Fantastic staff and fantastic food ! I have never ate such a good chicken Caesar salad ! I tried this salad at many London places - and I can guarantee 100 % percent that Woodman makes the Best !,"Punteggio 5,0 su 5","",""
Failed plant exchange is not true here,g1005967-d12183920, 10 febbraio 2024,family,"I bought two expensive rhododendrons (180 each roughly) to add to my collection of 8 which were all in pots. Both died. They were both suffering from vine weevil. Even though Nottcutts say they will replace failed plants, they refused. All of my original rhododendrons live on. Nottcutts sell infected plants. Don’t buy them","Punteggio 1,0 su 5","",""
Family gathering.,g1005967-d2459574, 8 aprile 2023,none,"Brilliant! We pre booked a buffet for a large family gathering, including young children. The staff are very friendly and helpful and the buffet was excellent. Thankyou so much, a perfect be ending to our day.","Punteggio 5,0 su 5","",""
Family meal,g1006504-d3201313, 2 aprile 2024,family,"Impromptu evening out with family. Great menu, even accommodated a fussy eater that the menu didn't cover without issue. 

All 5 of us had a lovely meal. Jackie went out of her way to ensure all was ok, cannot complain.","Punteggio 5,0 su 5","",""
Fantastic,g1006504-d2178057, 27 dicembre 2023,family,"Fantastic experience for my 98 year old mother in law to have her first Indian meal. The staff were excellent in providing help in choosing a suitable dish. They continued to be attentive throughout the meal. The food was great. A very enjoyable time. Congratulations to all the staff at the Cinnamon, thank you all.","Punteggio 5,0 su 5","",""
Fantastic entertainment and staff,g1006576-d1006804, 10 marzo 2024,friends,"Went for the abba tribute night with 3 course greek meal. Staff were fantastic, food was nice but not my cup of tea. Service was excellent as was the atmosphere. Entertainment was amazing. Highly recommend the abba tribute night,","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/99/de/8c/caption.jpg,""
Fantastic evening with friends - we will be back!,g1006175-d8497246, 29 marzo 2024,friends,"Absolutley brilliant - we had the most fantastic supper with a group of friends. What a difference the updated interiors makes! It feels so welcoming and cosy now.
The food was incredible - I had the battered squid to start which just melted in my mouth, followed by the BBQ darne of halibut. Ive honestly never eaten halibut like it.  We all had such a fantastic evening, we will definitely be going back.  The chef came out to speak to us at the end of service which was very special.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/bd/00/bb/caption.jpg,""
Fantastic food,g1005967-d3783536, 12 aprile 2024,family,During our stay in Sussex this was definitely the place with the best food all week. 4 of us all had a different dish and we all thought it was phenomenal particularly the chicken ballantine. Whilst the food came quickly they were perhaos abit understaffed behind the bar so it was slow to place orders.,"Punteggio 4,0 su 5","",""
Fantastic food and service!,g1006504-d3201313, 14 marzo 2024,couples,"My husband and I had such a lovely meal, food was great and Sara was Amazing! Thank you SO much, we will definitly be back very soon…!","Punteggio 5,0 su 5","",""
"Fantastic food, staff and ambiance",g1006175-d6104159, 3 marzo 2024,couples,"Called in for a bite to eat and was wowed with the interior of the pub

Great selection of beers in a traditional English pub 

Food was simply amazing","Punteggio 5,0 su 5","",""
Fantastic lunch,g1005967-d3783536, 6 maggio 2024,family,"Phil, the landlord greeted us warmly on our arrival & gave us an excellent seat next to a crackling  log fire. It was Bank Holiday Monday, cold & pouring with rain so most welcome.
Jamie immediately came to our table & ensured that we were settled &showed us the drinks menu. The food was excellent, no long wait & the children were cared for & made to feel very welcome. Jamie was kind, considerate & helpful throughout the entire lunchtime. 
Cannot recommend The Bull highly enough. Thank you Jamie & Phil","Punteggio 5,0 su 5","",""
Fantastic Sunday lunch,g1006504-d4985353, 21 aprile 2024,family,"This was our first visit in years to the pure drop I. Ferndown. We had the Sunday roast beef and I have to say 10/10 beef was tender veg was firm and the roast potatoes and yprkshire pud were perfect , even the horseradish sauce had a kick. Amie & Aleisha were perfect hosts and I could not recommend you visit this establishment enough. 
Well done to the landlords for really putting this place on the map with your recent accolade 🤩","Punteggio 5,0 su 5","",""
Fantastic Sunday lunch,g1006524-d2647930, 14 gennaio 2024,couples,"First visit since change of management.
Wonderful Sunday lunch with my sister.
Excellent value, hot home cooked food, friendly efficient staff.
Everywhere was spotlessly clean.
Will most definitely go again and highly recommend.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/37/ee/13/caption.jpg,""
Festa di Compleanno,g1006504-d1043682,"",family,"Abbiamo visitato pizzeria del Chianti in diverse occasioni. Le nostre raccomandazioni su mia sorella abbiamo prenotato un grande tavolo per la sua festa di compleanno.
Come sempre siamo stati accolti calorosamente accolti e nel ristorante. Il personale è sempre cordiale e attento. Il cibo è sempre stato ottimo e ancora una volta hanno fatto loro stessi orgogliosi.
C'erano 16 nel nostro gruppo e siamo stati tutti i loro pasti.
Non c'è molto altro da dire ma dare una visita se vi piace mangiare bene in un ambiente amichevole rilassata.","Punteggio 5,0 su 5","",""
Fine dinning at affordable prices,g1006504-d2320409, 9 maggio 2019,couples,"Staff attentive but not over powering,food is excellent, great atmosphere, great value, very impressive","Punteggio 5,0 su 5","",""
First Class,g1005967-d10241689, 7 ottobre 2023,couples,"My wife and I stopped for breakfast at the Green Wellie we had a lovely time with happy and friendly staff.

Highly recommend if your in or passing through Ditchling.","Punteggio 5,0 su 5","",""
First class breakfast at economy pricing,g1006504-d3626394, 21 aprile 2024,family,"Superb breakfast made with quality ingredients. Small breakfast contained five items and even included toast, butter and marmalade (Tiptree). Attentive, polite and hospitable staff helped to create a pleasant ambiance many other establishments never achieve. The carpeted floor was spotless, along with the immaculate toilets.","Punteggio 5,0 su 5","",""
Fish is best when its out of the water,g1006504-d2509017, 17 aprile 2024,family,"Popped up to the Tap & Railways on my birthday as a treat from a family member , we both had the garlic cheese baguette slices although next time we decided 1 plate would be ample haha, i had the fish and chips the fish was lovely nice and crisp batter , soft cod inside and just the right amount of chips with it [some places pile them on , far too many] but you served it perfect thanks","Punteggio 5,0 su 5","",""
Food is lovely,g1006504-d5816534, 25 giugno 2023,family,"All my family met for breakfast at the Forest inn this morning. The staff are always friendly, efficient, pleasant. The breakfasts are delicious, good choice, lovely on a summers morning to sit outside. Thank you 👍","Punteggio 5,0 su 5","",""
Food was quite tasty but cold,g1006504-d3806898, 4 dicembre 2023,family,"Nice Calvary but all cold. 
Supervisor and staff were rude and mad mannered with no people skills whatsoever.  This is our local but we will never put ourselves through this experience again.   It was my birthday.  Very disappointed by horrible staff with nil hospitality skills. A disgrace 

Low standards .","Punteggio 3,0 su 5","",""
Freshly made cakes and food galore!,g1006504-d3626394, 12 maggio 2024,couples,"What a perfect garden centre, it's a pleasure to walk around even if you don't like gardening there is something for everyone, clothing, gifts, furniture and best of all a large and inviting restaurant filled with mouthwatering dishes, very spaciously set out on various islands. Freshly made cakes and deserts galore! Lots of well trained staff - it feels more like a hotel. 
If you have a dog like me there is a lovely large patio area outside where you can eat.","Punteggio 5,0 su 5","",""
Friendliest pub with welcoming staff.,g1006175-d6104159, 27 agosto 2023,friends,Fabulous food. We eat at The Sun as often as our budget allows. Very friendly and helpful staff. Mark is a great asset to the pub. We live in the village and this is the only pub we use because it has the best atmosphere and staff.,"Punteggio 5,0 su 5","",""
"Friendly staff, good service,  lovely food.",g1005967-d2459574, 6 maggio 2024,family,What a lovely friendly pub .... we booked for Bank Holiday Monday.  Unfortunately couldn't book for 6.30 but had a very friendly phone call asking if we could change to 5.30. Not a problem,"Punteggio 5,0 su 5","",""
Gastro Pub,g1006504-d1372741,"",couples,"Evidentemente frequentato non solo da viaggiatori di passaggio e il motivo è evidente: si mangia bene, l'ambiente è molto confortevole il servizio buono, la birra ben servita. Per chi pernotta nell'adiacente Premier Inn non c'è alcun motivo di riprendere la macchina e cercare qualche altro posto.","Punteggio 5,0 su 5","",""
Gluten Free or Not?,g1005967-d10241689, 23 giugno 2023,couples,"We called in for coffee and cake today. Two coffees, one walnut and coffee cake, one carrot cake GLUTEN FREE. The GF cake either not GF, or in the serving process it was cross-contaminated (serving knife, cutting board, etc?). If cafes are offering allergy-free service they need to be meticulous in ensuring their service is up to the required standard to achieve that. Wouldn’t risk it again.","Punteggio 2,0 su 5","",""
Good,g1006504-d4985353, 25 marzo 2024,friends,Food is very good and comes out on time and always spot on and bar staff are very good as well always someone there to serve would recommend to anyone,"Punteggio 5,0 su 5","",""
Good atmosphere,g1006504-d1007560, 11 marzo 2024,none,"Slow service, missed order, lacking quality control. Shame as the atmosphere was good, tables were large and seats comfy","Punteggio 3,0 su 5","",""
"Good food, excellent value.",g1006504-d6620815, 14 giugno 2023,friends,"Went for lunch on Saturday, around 2pm so past the rush. Served and food brought very quickly. It's Wetherspoons and it's pub grub, but the food was well cooked and presented, with big enough portions - what more can you expect for the price?
The fruit salad was very fresh and big.
Staff were very friendly and efficient.","Punteggio 5,0 su 5","",""
"Good for plants, cafe v disappointing.",g1006504-d3626394, 18 maggio 2024,family,"Great choice of flowers and plants but they are pricey. Sadly the cafe we’ve found to be awful on a few occasions, overpriced cold and greasy food.","Punteggio 3,0 su 5","",""
"Good place, good food",g1006504-d3626394, 4 aprile 2024,solo,"Good spot to eat and drink, staff are friendly and quick. Especially June and Tracey on tables really warm and welcoming and helped me. They were amazing. 10/10 go again just for that.","Punteggio 4,0 su 5","",""
Good service and good food,g1006576-d10629745, 19 novembre 2022,none,This pub has now changed hands and is simply called the Cock in Ongar. It has a good selection of tapas and the food we selected for four of us was delicious. Will definitely be visiting again.,"Punteggio 5,0 su 5","",""
"Good value food, cooked well",g1006504-d5816534, 21 settembre 2023,friends,"We dropped in here based on reviews, because we were passing on a road journey. Didn't realise that it was part of the golf club. Welcome was very friendly. Tables somewhat basic - tablecloths would work wonders. Burgers not presented as shown in the photos here, but all the food was tasty. Portions generous, and prices extremely reasonable. The loaded nachos starter was excellent, and two of our party were American, so that's high praise! Relaxed atmosphere with a mix of clientele. I would drop in again if passing.","Punteggio 4,0 su 5","",""
Goodbye and good riddance,g1006504-d6620815, 27 settembre 2023,friends,"Finally, and thank God, this awful dump has been finally shut down, putting the good people of Ferndown out of their misery.
Not just the worst Wetherspoons pub in this country, but quite possibly the worst pub in any country.
I’m normally positively disposed towards Wetherspoons.
I don’t ever think about them, but most of the time they are generally ok and some of the time they are amazing.
And while I would never ever go out of my way to get to one, I wouldn’t necessarily walk past one, either.
Apart from this one.
OK, you can’t fault the beer in any Wetherspoons, and that was also the case here.
The beer was always excellent and served properly.
That’s if you could get any of the bottom-of-the barrel staff to serve you.
Instead of serving customers the staff were more likely to be chatting in the corner, tapping away on their iPhones, adjusting their facial jewellery, comparing tattoos, in short doing ANYTHING except serving customers.
And when they could be bothered to serve customers, they’d wander out from their hiding hole yelling ‘who’s next?’.
They’d never know who was next.
I’d be surprised if they knew what day it was.
When I worked in pubs and nightclubs you’d be sacked if you, as a member of the bar staff, didn’t know who the next 5 to 8 customers were in the correct order.
You had to have that constantly changing list in your head.
You’d be sacked if you shouted ‘who’s next?’.
But not here; uselessness was the norm.
There were some odd members of staff who tried their best, but they were few and far between.
The food ranged from absolutely average at best, to utterly inedible at worst.
It was never above average.
Since when were chips that always seemed to have been ‘steamed’ a good idea?
And it was all dumped on the plate and then thrown down on the table, usually without some of the ingredients listed on the menu as part of the ‘dish’, and with other things that you had ordered and paid for also missing (‘uh, yuhh, we nevuh got any of that, duhhhhh…’).
Occasionally, the so-called bar staff would wear body cams, which always made everyone laugh.
The irony is that it should have been the customers wearing the body cams, just to record how dreadful most of the staff (but not all of them) were at their chosen profession.
The rumours are that the building will now be torn down and that apartments be will built on the site.
I’m tempted to buy one, not to live in it, but to occasionally use and flush the toilet in memory of this awful dump.
Property prices in Ferndown will probably go up in now that it is gone.
Not before time.
Good riddance.","Punteggio 1,0 su 5","",""
Great afternoon tea,g1006504-d3626394, 18 aprile 2024,family,A wonderful afternoon tea at Haskins with family. The cakes and sandwiches were delicious and we were really looked after. Thank you for making it a very special afternoon.,"Punteggio 5,0 su 5","",""
Great atmospher and service!,g1006504-d4985353, 13 aprile 2024,solo,"Number one pub well done you! Just wanted to add my congratulations and to mention Dan who last time I was in served me my desert. What a really helpful chatty guy, also he never seems to stop, one min in the pub next he's in the kitchen! Great stuff!!","Punteggio 5,0 su 5","",""
Great cakes,g1006175-d8497246, 19 maggio 2024,family,"Visited today, very busy but the staff working hard to serve everyone. Great cakes/scones and everywhere clean and fresh despite being late afternoon. Thank you","Punteggio 5,0 su 5","",""
Great cocktails & service,g1006576-d10629745, 10 novembre 2022,none,I came to The Cock in Ongar as I knew it had changed ownership and was keen to see what was on offer. The service was super friendly and Luke behind the bar made us feel welcome from the moment we walked in. We had a couple of cocktails which were delicious! I had an espresso martini and a rock n roller (which I'd never tried before) and loved them both. Well made and served with a smile. My wife and I will definitely be back to try more of the cocktails (the list is massive) and to try food (tapas which sounds yummy) when they start serving it - I think this is in mid-November. Definitely worth a visit!,"Punteggio 5,0 su 5","",""
Great dining experience!,g1006504-d3201313, 15 marzo 2024,family,"Great dining experience! We were served by Sara who was amazing, superb customer service skills! Definetly will be coming back","Punteggio 5,0 su 5","",""
Great eatery,g1006504-d2320409, 29 dicembre 2019,friends,Great eatery - good food - pleasant surroundings - ample parking - professional staff - 5 star all the way,"Punteggio 5,0 su 5","",""
