Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Colazione da provare,g1015351-d3484812,19 settembre 2022,family,"Simpatiche, gentili e veloci.... anche nei momenti di punta.
Noi abbiamo sempre fatto colazione qui... FA VO LO SA  la torta di pesche e ottime le marmellate fatte in casa. Buono anche il cappuccino.  
Secondo noi migliore colazione a Calasetta. Brave.","Punteggio 4,0 su 5","",""
Colazione golosa!,g1015453-d6437254,18 settembre 2020,family,"Se cercate un posto carino, direi stile ikea e molto curato, dove poter fare una colazione tranquilla ed abbondante vi consiglierei ""Dolce amaro""! Un angolino felice dove poter passare una bella mattinata in compagnia di amici e familiari e di uno staff gentile e disponibile. 

Oltre a tutto questo i vostri occhi scintilleranno osservando le prelibatezze del bancone.. dall'aspetto appetitoso!

L'unica pecca che ho trovato riguarda i prezzi, un po' troppo alti rispetto la media.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1c/07/8c/6b/20200901-101117-largejpg.jpg,""
"Colorato, sano, leggero, gustoso!",g1006068-d7820406,18 novembre 2021,solo,"Ho acquistato un menu detox per la durata di una settimana. Tutto molto buono, sano leggero e comodamente portato sul luogo di lavoro ed in perfetto orario. DA RIPETERE!","Punteggio 4,0 su 5","",""
Come non ritornare...,g1015370-d6641562,12 agosto 2019,couples,...dopo un anno di astinenza da queste pizze...arrivati oggi...primo step pizza da Pizz'Art...pizze come ambrosia per gli dei...location ottima...con un superstaff...fermatevi...perche' é il paradiso della pizza con e senza glutine...,"Punteggio 5,0 su 5","",""
Come se fosse stellato,g1015453-d2374913,4 agosto 2023,couples,"Ottima cena di pesce con piatti ricercati e ben presentati, altrettanto degni di nota il dolce e il vino, consigliatoci magistralmente da Fabio nella ampia carta dei vini (che più che altro è un opera d’arte scritta a mano).
Prezzi più che onesti per una cena e un sevizio impeccabile e di classe.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/f3/7a/0a/caption.jpg,""
Come sempre una cena squisita,g1007735-d6902852,9 ottobre 2023,friends,"Tornare a mangiare in questo posto ti lascia un ricordo piacevole ogni volta.
Tutto perfetto, squisito e ogni piatto è stata una scoperta. 
Il personale impeccabile per non parlare della simpatia di Antonio il cameriere!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/8b/b9/a9/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/8b/b9/aa/caption.jpg
Come sentirsi a casa,g1009281-d1898914,8 febbraio 2024,family,"Pranzo domenicale con la famiglia in questo splendido locale immerso nella campagna con la piacevole presenza degli animali da cortile che ti fanno sentire a casa. Da segnalare la professionalità, la gentilezza e l'accoglienza del personale nonché l'elevata qualità del cibo, abbinata alla genuità della materia prima, rendono il posto unico. Pici cacio e pepe con tartufo e gnocchi al ragù di cinta senese eccezionali ma il galletto cotto al mattone è qualcosa di superlativo una vera delizia per il palato. Inoltre il locale è  perfettamente attrezzato per la celiachia. Ottimo rapporto qualità-prezzo.","Punteggio 5,0 su 5","",""
Cominciare bene la giornata,g1006191-d12347623,4 dicembre 2017,couples,"Questo non è un bar...questo è  IL BAR
Sentirsi a casa a colazione è merito di Nicola e favolosi i dolci preparati dal ""Romario"" della riviera.","Punteggio 5,0 su 5","",""
compleanno,g1006192-d10355580,11 settembre 2021,friends,"prenotazione giorno prima per 12persone con Menù di pesce e qualche 🍕 pizza per i bambini... tutto ottimo pesce fresco abbondante è gustoso è pure la buonissima pizza ,serviti con cortesia fuori con veduta porto ...prezzo Del pesce compreso primo e vino e altre bevande 40 euro ...da premettere i bambini gratis le pizze .. eccezionale da consigliare","Punteggio 5,0 su 5","",""
compleanno,g1006192-d10355580,3 giugno 2021,friends,Ottimo pesce 🐟 fresco come antipasto servito in diversi modi crudo marinato è affumicato accompagnato con di secondi primi abbondante da non ordinare niente più che qualche sorbetto al limone oppure un buon amaro.. tutto al modesto costo accompagnato da un buon servizio da consigliare,"Punteggio 5,0 su 5","",""
compleanno,g1006192-d10355580,4 luglio 2020,friends,Migliore locale di fronte mare per ammirare i suoi tramonti degustazione di pesce di ottima qualità ed abbondante da fermarsi solo li per la quantità.. Servizio e prezzo ottimo,"Punteggio 5,0 su 5","",""
Complimenti,g1007734-d6591378,19 novembre 2022,none,"Carne tenerissima, servizio del personale cortese ed eccellente lo consiglio vivamente.

Luigi M.

Padova","Punteggio 5,0 su 5","",""
Complimenti,g1015453-d2077014,26 marzo 2024,business,Scoperto su consiglio di un collega. Lo raccomando. Ottimo rapporto qualità prezzo. Piatti tipici abruzzesi. Servizio impeccabile. Piccolo parcheggio esterno,"Punteggio 5,0 su 5","",""
Complimenti,g1015453-d4173396,28 agosto 2019,friends,"Qui si respira una bellissima atmosfera, sono tutti cortesi. Mangiato benissimo, dall’antipasto in giardino fino al dolce finale. Tutto davvero buono, ho apprezzato particolarmente la frittura dell’Adriatico e il tortino di melanzane su crema di zafferano! 
Essendo ospite di un battesimo, non posso dare il mio parere sul prezzo, però davvero eccezionale!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/19/07/7b/98/photo0jpg.jpg,""
Complimenti a Mirko Rocca`,g1009280-d2299365,27 gennaio 2023,business,"Complimenti allo chef patron Mirko Rocca,

Ambiente, menù con proposte di piatti da toccare la luna con un dito.

Tutto fantastico anche il servizio.
Carta vini un po’ povera.

Conclusioni finale complimenti a Mirko Rocca`.TOP!!!!!!","Punteggio 5,0 su 5","",""
Comunione,g1007735-d8374873,18 novembre 2022,family,Abbiamo festeggiato la comunione di mia figlia....tutto perfetto dal drink di benvenuto a bordo piscina e foto con torta antipasto a tavola due.primi e un secondo contorni....tutto ottimo...servizio impeccabile......grazie per la bella giornata regalata a mia figlia........p.s.le mie figlie vogliono rivedere anche il bellissimo cane 😀😉,"Punteggio 5,0 su 5","",""
Comunione,g1015453-d4173396,2 luglio 2018,family,"Posto molto bello ed accogliente, cucina ottima e personale molto cordiale! Torneremo sicuramente con piacere","Punteggio 5,0 su 5","",""
Comunione 26/05/2023,g1006191-d12474194,27 maggio 2023,none,"Comunione..gli invitati si sono divertiti e rilassati, Mario alla cucina e Federica alla sala hanno fatto tutto il resto! Grazieeee ragazzi, sempre in gamba😜","Punteggio 5,0 su 5","",""
Conferma la sua grande qualità,g1006068-d1991622,19 febbraio 2022,family,"Cucina lombarda e grande cortesia.
Sono tornato dopo alcuni mesi e la qualità delle portate è sempre confermata. Risotto all'ossobuco da urlo.","Punteggio 5,0 su 5","",""
Conferma ogni volta,g1007324-d6623424,18 ottobre 2022,none,"Una sicurezza: mi è capitato di andare ad Aci Trezza più volte per lavoro e sempre a distanza di un paio di anni da una tappa all'altra. Ogni volta, la pizza da Melino è un must che non può mancare. Assolutamente consigliato.","Punteggio 5,0 su 5","",""
Consegna a domicilio,g1006068-d7820406,6 settembre 2022,solo,Ricevuto come da tempistiche previste l'ordine con consegna a domicilio. Tutto buono: poke Bowl e insalata freschissime. Unico nel genere nella zona.,"Punteggio 5,0 su 5","",""
Consegna a domicilio,g1015453-d8713733,25 gennaio 2022,couples,"Ottime,gustose e calde il servizio a domicilio è efficiente, sicuramente da replicare prossimamente.","Punteggio 5,0 su 5","",""
Consigliata dai locali,g1005933-d10177181,30 luglio 2016,couples,Su consiglio di gente del posto. Locale tipico in pieno centro storico. cucina siciliana. Servizio ottimo. Rapporto prezzo qualità eccellente. Come spesso in Sicilia quantità più che  soddisfacenti,"Punteggio 4,0 su 5","",""
Consigliatissimo,g1005972-d8363918,1 aprile 2024,family,"Ottimo rapporto qualità prezzo.
Piatti tipici lucani.
Personale molto gentile e affabile che dà ottimi consigli.
Carne podolica ottima.","Punteggio 5,0 su 5","",""
Consigliatissimo,g1007324-d2697772,15 settembre 2023,couples,"Locale con una location splendida 
Abbiamo cenato su un piccolo terrazzino a pochi metri dal mare
Pesce fresco e ottimi piatti per vegetariani","Punteggio 5,0 su 5","",""
Consigliatissimo,g1007735-d6902852,2 novembre 2022,family,"Un esperienza culinaria che consiglierei a tutti.
L’Xfood si conferma sempre un posto meraviglioso, che si tratti di un pranzo o di una cena o di un evento in particolare, è piacevolissimo tornarci.
Prodotti locali preparati con cura, fantasia, anche un po’ di pazzia ma che al primo sguardo e poi boccone ti fanno dire “wooow”!
Complimenti a tutti.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/26/c5/7e/5d/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/26/c5/7e/5c/caption.jpg
Consigliatissimo,g1015371-d2294082,12 ottobre 2019,family,"Ottimo rapporto qualità prezzo, cucina di qualità! Molto cortese il proprietario, servizio perfetto senza tempi d’attesa, il menu offre sia carne che pesce entrambi di qualità! Consigliatissimo","Punteggio 5,0 su 5","",""
Consigliatissimo !,g1015351-d4437162,18 ottobre 2023,couples,"Di passaggio in questa piacevole cittadina, abbiamo seguito il consiglio di persone del luogo con i quali abbiamo avuto il piacere di scambiare  quattro chiacchiere. Locale caldo ed accogliente negli arredi, titolare molto cortese con il giusto equilibrio fra cordialità e professionalità.Ottima la fregola al sugo di pesce, così come tutto il resto. Anche se non in carta, su richiesta si è prodigato per farci preparare la Seadas. Consigliatissimo.Ottimo rapporto qualità/prezzo.","Punteggio 5,0 su 5","",""
Consigliatissimo anche per celiaci,g1015453-d3645961,26 agosto 2023,family,Sono celiaca e alla Pizzeria Insieme ho gustato la migliore pizza senza glutine mai mangiata. Anche la birra senza glutine veramente eccellente,"Punteggio 5,0 su 5","",""
Consigliatissimo!,g1015371-d4421447,10 settembre 2023,business,"Abbiamo mangiato la pizza e siamo rimasti molto contenti.
Davvero buona!!!
Cinque stelle! 
Bravi!
Settembre 2023","Punteggio 5,0 su 5","",""
Consigliatissimo!!!!,g1015453-d8713733,13 marzo 2022,couples,"Una pizzeria situata al centro di Lanciano. Locale bellissimo a tema cinema, accogliente e arredato in maniera vintage.
Tutto perfetto: nonostante fosse sabato sera servizio veloce e impeccabile, camerieri professionali e titolare gentilissimo.
Vasta scelta di pizze dall’impasto leggero e digeribile, oltre che ben condite.
Fiore all’occhiello (soprattutto di questi tempi) il prezzo: due pizze, una birra 0,5, un calice di vino, dolce e caffè euro 30,00.
Torneremo sicuramente! Complimenti!","Punteggio 5,0 su 5","",""
Consigliatissimo+,g1007324-d2093484,16 novembre 2023,friends,"Ottimo pranzo, bellissimo posto e tanta simpatia e cordialità!
Super consigliato, perfetto per il pranzo con la famiglia o per un appuntamento!
Torneremo.","Punteggio 5,0 su 5","",""
Consigliato,g1006068-d1011772,15 maggio 2023,friends,Siamo stati in questo ristorante per festeggiare con amici e parenti. La cucina e il servizio sono stati impeccabili. Marzia e Daniele sono stati disponibili a qualsiasi esigenza . Il risotto con tartare di gambero è stato apprezzato anche dai palati più difficili . Consigliato. Torneremo sicuramente!,"Punteggio 5,0 su 5","",""
Consigliato,g1007324-d3317855,15 agosto 2022,couples,"Ottima pizza, personale gentile, ottima ubicazione, servizio celere, prezzi abbordabili. Unico neo, la vicinanza al chiosco e ai cassonetti di questo. Per il resto, consigliatissimo.","Punteggio 5,0 su 5","",""
Consigliato,g1007733-d12578830,28 aprile 2024,family,"La location è rilassante, dispone di spazi verdi con piscina ben curati. Il ristorante offre menù vario, terra e mare. Noi abbiamo provato quello mare, con una degustazione varia di antipasti, la freschezza e la ricerca degli abbinamenti hanno garantito qualità. Anche i primi piatti son sono stati da meno. Vasta scelta di vini e dessert. Buono il rapporto qualità/ prezzo, lo consiglio!!!","Punteggio 4,0 su 5","",""
Consigliato,g1007734-d6591378,15 luglio 2022,friends,"Locale pulito, carne ottima e servizio eccellente. Prezzi nella norma. Abbiamo ordinato al banco e dopo esserci accomodati la ragazza, Carmela, ci ha proposto delle braciole e delle polpette al sugo (davvero una prelibatezza) e della trippa che non abbiamo preso. Abbiamo ordinato del carpaccio, delle fettine e la tagliata. Anche la cottura era perfetta. Gentilezza e cortesia regnano sovrani. Davvero consigliato. Noi ci ritorneremo","Punteggio 5,0 su 5","",""
Consigliato,g1007735-d2279004,25 gennaio 2024,family,"Sono stato in questo locale con la mia famiglia il 24/01/24, abbiamo cenato con antipasti e pizza al centro, devo dire davvero  molto soddisfatto. Cibo ottimo, antipasti abbondanti e di qualità, pizza davvero molto buona. Il tutto molto soddisfacente.

*Locale caldo e accogliente, personale gentile e disponibile.

Fornitissimo per INTOLLERANTI AL GLUTINE E LATTOSIO…

Qualità prezzo OTTIMA 

CONSIGLIO!!!","Punteggio 5,0 su 5","",""
Consigliato,g1007735-d3193425,13 luglio 2023,couples,"Siamo stati a cena in questa locanda, consigliata dal proprietario del nostro b&b. Abbiamo mangiato molto bene.Ottima la qualià e freschezza del cibo e eccellente il servizio. Consigliato per qualità e prezzo","Punteggio 5,0 su 5","",""
Consigliato,g1009281-d1898914,8 febbraio 2024,friends,"Dopo esserci andato 2 anni fa, il ristorante è totalmente cambiato per il menù proposto. Il cuoco è veramente molto bravo e ogni piatto è molto buono, di qualità e con una ottima presentazione. Il servizio è veloce ma le cameriere dovrebbero sorridere un po' di più e essere più cordiali. Il parcheggio è ampio.","Punteggio 4,0 su 5","",""
Consigliato,g1010166-d6777457,2 ottobre 2022,couples,"Buona e ampia la varietà dei piatti, servizio veloce e contenuti i prezzi. Durante il soggiorno a Bonassola ci siamo stati tre volte consecutive e sempre con riscontri eccellenti.","Punteggio 5,0 su 5","",""
Consigliato,g1010309-d2088009,30 aprile 2024,family,"Mangiato e bevuto molto bene.
Consigliatoci da una struttura b&b lì vicino.
Se capitiamo di nuovo in zona ci ritorneremo.","Punteggio 5,0 su 5","",""
Consigliato,g1015346-d1868028,22 dicembre 2020,couples,"Sono ritornata in questo ristorante dopo esserci stata per un matrimonio circa 12 anni fa! Ricordavo di aver mangiato benissimo...a distanza di tempo lo riconfermo. Tutto ottimo! Antipasti vari e abbondanti, primo strepitoso!!! 
Che dire se non ""consigliato""!!!","Punteggio 5,0 su 5","",""
Consigliato,g1015346-d2266104,27 agosto 2023,family,"Veramente una bella esperienza, porzioni abbondanti e squisite, personale gentile e professionale... ci  ritorneremo","Punteggio 5,0 su 5","",""
Consigliato,g1015351-d2320648,8 settembre 2023,couples,"Piatti molto gustosi, servizio veloce e camerieri super disponibili! consigliatissimo!!
X Gioia: siamo andati ad assaggiare le ostriche ed ho avuto la tua stessa reazione😃😃","Punteggio 5,0 su 5","",""
Consigliato,g1015351-d4437162,8 ottobre 2023,couples,"Posto molto carino e accogliente con tavoli vista porto. Abbiamo preso dei crudi molto buoni, polpo ad insalata, millefoglie di melanzane e spada, capesante gratinate e una bellissima aragosta alla catalana e per finire Una crema catalana strepitosa. Naturalmente  il prezzo con i prodotti di prima e freschi sale un po’ ma di sicuro vale la spesa. Sicuramente ci torneremo.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/89/14/24/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/89/14/25/caption.jpg
Consigliato,g1015371-d4421447,14 novembre 2023,friends,"Consigliatissimo , staff accogliente atmosfera piacevole e pizze originali buonissime a un prezzo adatto.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/d1/1b/8a/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/d1/1b/8b/caption.jpg
Consigliato,g1015453-d6437254,28 agosto 2020,friends,"Bel locale, proprio per il corso principale di Lanciano.
C'è la possibilità di provare un pò di tutto, dal gelato a vari dolci, dall'aperitivo al semplice caffè.
Forse un pò costoso, però da provare","Punteggio 4,0 su 5","",""
Consigliato,g1015997-d12518866,26 luglio 2022,family,"Ci siamo stati ieri a cena. Location molto carina immersa nella campagna.  Si mangia in un giardino ventilato e caratteristico . Abbiamo mangiato pesce cucinato ottimamente (frittura ottima) e fresco 
 Prezzi nella media per quanto mangiato","Punteggio 4,0 su 5","",""
Consigliato!,g1005937-d2255659,7 aprile 2024,friends,"Da provare! Io e i miei amici dopo aver sentito tanto parlare del poggio abbiamo deciso di andare a provare la carbonara! 
Abbiamo prenotato a febbraio e il primo posto disponibile a pranzo era aprile! 🤣 

I ragazzi sono molto simpatici, il servizio veloce! 
Vi stupirà una carbonara dov’è c’è anche la salsiccia, però vi giuro era buona!!! 
Me l’aspettavo più pesante invece è fattibilissima!

Abbiamo preso carbonara, dolci e vino per circa 45 euro a coppia","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/d0/27/6c/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/d0/27/6b/caption.jpg
Consigliato!,g1007733-d12578830,7 agosto 2023,couples,"Spinto dalle recensioni ho scelto questo posto per la cena di ieri. Personale gentilissimo e molto attento al cliente, ho telefonato per avere l’indirizzo (mentre ci stavamo recando li) e addirittura mi han mandato la posizione tramite sms. 
Antipasto mix di 6 assaggi (in base al pescato) davvero abbondante, e buonissimo! Se non si è dei mangioni consiglio di dividerlo con un commensale. 
Rombo chiodato buono, fritto misto buonissimo, abbondante e con verdure (fresche non surgelate) al suo interno. Lo consiglio. 
Locale ampio, con un bel l’esterno  e  ampio posteggio!  (Visto che apprezzo le recensioni che lo dicono, preciso il costo:  sui 50€ a testa)","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/f9/91/ea/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/29/f9/91/e9/caption.jpg
Consigliato!,g1009327-d7235877,21 agosto 2022,couples,Trattoria osteria con ottimo rapporto qualità prezzo. Servizio efficiente e rapido. Quantità abbondanti.,"Punteggio 4,0 su 5","",""
Consiglio!!!!!!,g1007733-d1869627,8 aprile 2024,couples,"Sono stata a cena in questo posto con una location splendida e altrettanto non sono rimasta delusa dai piatti che ho gustato.
Mi è stato consigliato e lo consiglio a mia volta .
Sicuramente tornerò esperienza da fare almeno una volta
Personale cordiale e ottimo rapporto qualità prezzo. 
Cucina ricercata e innovativa.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2b/d2/a6/31/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2b/d2/a6/30/caption.jpg
Contentissimo di essere andati lì 😊,g1015997-d1911330,10 aprile 2024,family,"Che dire, la signora gentilissima e bravissima, prodotti di qualità e cucinati con passione e amore, tutto buonissimo! Menu ricercato per chi vuole cibi più sfiziosi, senza trascurare chi invece vuole mangiare più classico. Rapporto qualità prezzo ottimo, ambiente intimo carino e pulito, si respira aria di casa! Lo posso definire il miglior ristorante di Capalbio!","Punteggio 5,0 su 5","",""
Conto altissimo,g1009281-d2242617,26 febbraio 2023,couples,"Dopo una gita in valdorcia ci siamo fermati a Cetona grazioso aesino che merita la fama che ha.. così abbiamo fatto cena al 53040 abbiamo preso una tartar molto buona due primi di scarsa qualità  bisogna sempre ricordare che la presentazione in un piatto non è tutto,un dolce e un vino consigliato dal cameriere (decisamente troppo invadente)... Il conto una botta di vita in negativo troppo troppo alto visto che oro non ne abbiamo consumato","Punteggio 3,0 su 5","",""
Conto salato,g1007734-d4564305,13 maggio 2023,friends,"Prima (ed ultima) volta in questo posto, dove la qualità “decente” è pregiudicata da un conto “indecente”: eccessivo far pagare 33€ 2 piatti di un insalata di mare, di qualità media, condivisa in 8 a malapena!","Punteggio 1,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/29/1e/70/c8/caption.jpg,""
Conto un po’ troppo salato,g1009281-d2242617,14 gennaio 2023,solo,"Per essere una pizzeria e ristorante, i prezzi mi sembrano un po’ troppo alti, entro e mi viene consegnato il menù privo delle pizze, scelgo delle pappardelle con il ragù di cinta (13 €) , una tagliata di manzo, abbastanza stopposa, forse colpa mia che non l’ho ordinata al sangue ma a media cottura (15€) , come contorno una patata al cartoccio (4€, mi sembra esagerato) ; 1l di acqua (2,50€) e una bottiglia piccola di Nobile di Montepulciano della cantina Salcheto (15€ , la stessa bottiglia di 75 cl , si trova a 15,40€)  e un caffè , conto totale 53,50€","Punteggio 3,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/27/d6/17/ea/caption.jpg,""
Controllate sempre!!,g1007324-d6616734,9 ottobre 2023,couples,"PECCATO!! Sono stata a cena con mio marito pizza e spaghetti con vongole, qualità del cibo buona. Purtroppo però c’è stato addebitato tramite pos una cifra sbagliata, 102 € invece che circa 40 € 😱noi al momento non abbiamo controllato, siamo andati a fiducia, ci siamo ritrovati l’addebito sbagliato sull’estratto conto. Fate attenzione!","Punteggio 1,0 su 5","",""
"Cordialità, organizzazione e qualità.",g1005933-d8329176,11 agosto 2022,couples,"Ho già frequentato parecchie volte questo ristorante e ne sono rimasto sempre soddisfatto. Questa sera insieme alla mia ragazza, abbiamo deciso di ritornare e mangiare una pizza.
Che dire, personale molto gentile che ci ha fatto subito accomodare, per non parlare della location, molto pulita e accogliente. Appena seduti ci hanno dato modo di poter guardare il menù con tranquillità. Le patate con buccia e le pizze erano veramente squisite. Prezzi molto modici, ritorneremo sicuramente!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/25/29/82/5b/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/25/29/82/59/caption.jpg
Cosa è successo?,g1009280-d2299365,25 agosto 2023,friends,"Locale che frequentiamo da anni. Noto per essere una certezza. Siamo stati da poco. La domanda non è cosa non è andato, ma c'è qualcosa che è andato bene? Beh si! Solo le cose non cotte, come i crudi di pesce e i fichi con Squacquerone erano ottimi. Tutto quello che è uscito dalla cucina era veramente fuori luogo e fuori contesto. Forse il cuoco era in ferie?

Spero di tornare e ritrovare la solita eccellenza che avevo già segnalato in passato.","Punteggio 2,0 su 5","",""
cos'è successo?,g1006068-d10478608,20 luglio 2020,none,"Frequento questo locale dalla sua apertura ormai, e mi sono sempre trovata benissimo, sia per cena che per dopo cena! Il locale è molto bello e i prezzi un po' più alti della media sono sempre stati giustificati a parer mio! Ieri sera, però, sono tornata con il mio compagno dopo qualche mese di stop e sono rimasta molto delusa: un po' per il personale di sala cambiato e non molto accogliente, almeno per quanto riguarda la ragazza che ci ha servito, ma soprattutto per il cibo! Per la prima volta mi sento di dire di non aver mangiato bene, soprattutto per il prezzo speso! Non entrerò in merito dei dettagli perchè mi sembra poco rispettoso e non voglio fare cattiva pubblicità, appunto perchè mi sono sempre trovata molto bene, però spero facciano qualcosa per tornare al livello di prima!","Punteggio 2,0 su 5","",""
Costoso,g1007734-d4564305,9 settembre 2023,family,"Abbiam preso antipasti di mare e pizze al centro e qualche birra. Gli antipasti erano ottimi, la pizza discreta. Conto mooooolto salato in relazione a quanto abbiamo mangiato considerando che abbiamo speso una media di 30 euro a testa (una birra Messina da 50 cl ci è costata 7 euro).","Punteggio 3,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/49/bd/94/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/49/bd/95/caption.jpg
Critica costruttiva.... comunque se siete in zona non potete non venire.,g1007733-d12578830,15 agosto 2023,couples,"Senza tanti preamboli location molto bella sia fuori dove abbiamo cenato che dentro. Pietanze particolari e molto molto buone, accoglienza e gentilezza impeccabili, ma purtroppo peccano sulla tempistica. L'attesa è stata veramente molto lunga tra una portata e l'altra purtroppo, addirittura in questo tempo abbiamo avuto i piatti già terminati  sul tavolo. Questa lentezza  ci ha fatto desistere dall'ordinare un dolce o addirittura un semplice caffè. Spero sia una critica costruttiva e migliorativa perché il posto merita e il cibo è molto buono.","Punteggio 4,0 su 5","",""
Crudi a bordo porticciolo,g1015370-d1655004,14 agosto 2023,friends,"Ottimo pesce, consiglio crudi. Un po isolato a ridosso di un porticciolo. Peccato per l’attesa e l’errore di aver portato il secondo prima dei primi. Prezzi un po alti rispetto la media. Ah, se pensate di esservi persi percorrendo la strada sterrata e buia, tranquilli, fa parte di questa esperienza !","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/0c/2f/5b/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/0c/2f/5c/caption.jpg
"Cucina casereccia, servizio rapido",g1015453-d2077014,11 agosto 2023,couples,"Ottimo rapporto qualità prezzo, personale gentile e velocità di servizio incredibile: praticamente nessuna attesa tra una portata e l'altra, denota un'organizzazione ottima in cucina e nel personale in generale. Menù con ampia scelta, abbinamenti gustosi nelle ricette. Noi abbiamo preso 3 antipasti da dividerci, due primi (strozzapreti pollo, curry, panna e funghi particolari e gustosi e chitarrina con tartufo di eque proporzioni) e due dolci. Con acqua e coperto il totale è stato un onestissimo 70€ (avevamo davvero fame e abbiamo mangiato tanto).","Punteggio 5,0 su 5","",""
"cucina creativa e anche ambiziosa , non sempre con risultati eccellenti",g1007735-d6902852,23 giugno 2023,friends,posto carino personale simpatico . servizio troppo rapido e alcuni piatti cosi cosi' . torneremo per valutare meglio e perche' il personale e' molto gentile. ma credo che il rapporto prezzo qualita' sia non eccelso,"Punteggio 3,0 su 5","",""
"Cucina eccellente, locale curato, servizio impeccabile. 10 e lode ai Pici.",g1009281-d2186408,2 aprile 2024,family,"Cucina eccellente, con elementi tradizionali ma rivisitata in chiave moderna. Locale accogliente e curato, servizio impeccabile ma alla mano. Pici al ragù bianco di Chianina da 10 e lode.","Punteggio 5,0 su 5","",""
Cucina elegante e raffinata,g1006068-d2085200,14 marzo 2019,friends,"Trovate una cucina elegante e raffinata con piatti innovativi. Le porzioni non sono molto abbondanti ma, per quanto mi riguarda, sazianti. Bella la location all’undicesimo piano e con una piccola terrazza dalla quale si può godere la vista di Milano e hinterland.
I prezzi non sono cheep ma accessibili: abbiamo mangiato 4 secondi, 1 bottiglia di Chianti, una bottiglia di acqua, 3 dolci e 3 caffè ed abbiamo speso 150 euro.","Punteggio 4,0 su 5","",""
Cucina molto buona..servizio un po’ meno,g1015997-d1566284,16 settembre 2023,couples,"Trattoria molto carina nel centro di Capalbio.
 Abbiamo preso pici all’aglione e pappardelle alla lepre (porzioni abbondanti ed entrambi i primi buonissimi).
Per secondo una tagliata con patate arrosto (tenera e davvero buona). Bicchiere di vino rosso, acqua e due caffè spendendo 57€..prezzo onesto. 
Unica nota stonata:
La cameriera che mentre mangiavamo i primi ci ha “sottratto” il formaggio (che stavamo usando) per portarlo ad un altro tavolo, senza chiederci se potesse prenderlo e senza scusarsi. 
Inoltre, chi ci ha preso l’ordine un po’ scontroso. 
Al di là di ciò lo consiglio perché la cucina merita!","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/59/46/16/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/59/46/17/caption.jpg
Cucina ok..ma conto fregatura,g1006068-d7226427,30 marzo 2023,none,"Purtroppo valuto la mia esperienza negativa perchè a fronte di un cartello molto chiaro esposto che recita di un menu infrasettimanale con primo + acqua + caffè a 9 euro, mi ritrovo a pagarne 11 perchè, nonostante abbia chiesto conferma del prezzo a tavola, mi viene fatto notare in cassa che quel primo non era di quelli inclusi nel menu fisso del giorno...cosa che ovviamente non era specificata da nessuna parte in maniera chiara.  
E' un peccato perchè per questo è il modo migliore per perdere la clientela non guadagnandoci altro che pubblicità negativa.... a fronte di quella che ho riscontrato essere comunque una buona cucina, la cosa più importante rimane comunque il rispetto nei confronti dei clienti per la trasparenza e la coerenza con quanto viene dichiarato/pubblicizzato.","Punteggio 1,0 su 5","",""
Cucina ottimo,g1006191-d2251328,3 giugno 2023,friends,"Ottima location con vista sulla piazza di Vittoria, ottima cucina, persone gentilissime siamo stati bene… di un nuovo ritorno","Punteggio 5,0 su 5","",""
