Titolo,id_ristorante,Data,Target,Recensioni,Punteggio,Foto1,Foto2
Cena muy buena y agradable,g1006046-d4090798,"",friends,"Terraza muy agradable. Servicio excelente. Menú degustación muy recomendable, calidad precio muy correcta y todos los platos exquisitos.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/25/35/66/72/caption.jpg,""
Cena nell'atelier,g1006045-d3635439,25 novembre 2016,couples,"Cena fantastica. Ogni elemento della cena è stato perfetto, partendo dalla location, passando per le pietanze ed arrivando alla compagnia del proprietario del locale. Ma andiamo con ordinare, per cercare di dare logicità al trionfo di sensazioni che la cena ha portato con se. Location: bellissima l'idea di mangiare nello studio di un pittore che la sera si trasforma in un cortese cuoco, facendolo pure bene. Certo, non è un ristorante vero r proprio, ma è questo che riesce a creare l'atmosfera per una cena diversa dal solito. Portate: scelta limitata, certamente, ma di ottima qualità. Viene consigliato a ciascuno un piatto diverso, probabilmente in base al l'ispirazione dell'artista-cuoco. Per noi due ottime zuppe, è un secondo di carne di grande rispetto. compagnia: il cuoco-pittore è molto aperto, inviata veementemente  a visitare i suoi quadri, a fare foto..per poi pianificarci le viarie tappe del giorno seguente. Persona interessante, che per esprimersi con noi stranieri utilizza un mix linguistico piacevolissimo !

Promosso a pieni voti.","Punteggio 5,0 su 5","",""
Cena para repetir,g1009775-d6970093,"",couples,"Cenamos en la terraza, lugar agradable y buena atención. Pedimos parrillada de pescado y marisco, muy buena calidad. Por poner una pega el bogavante demasiado salado. Recomendable","Punteggio 5,0 su 5","",""
Cenita,g1007885-d20206189,"",family,"Muy buen sitio para cenar y tomar algo con amigos, familia...
La comida muy rica 😋
El ambiente genial, y los camareros muy agradables.","Punteggio 5,0 su 5","",""
"Cibo decente, atmosfera amichevole",g1007873-d2366834,30 luglio 2013,couples,"Siamo stati accolti da un personale amichevole, desiderosa di farti sentire a proprio agio e che si capisce cosa c'è nel menu! Cibo decente di stile caffetteria, gelato era buonissimo per finire!","Punteggio 3,0 su 5","",""
Cibo e servizio piacevole,g1009855-d3876795,17 ottobre 2016,couples,"In un caldo alla fine di settembre abbiamo deciso di sedersi nella terrazza di questo ristorante. E' direttamente sul porto di yacht e in una fila di ristoranti, che a volte non è delle migliori presagio di qualità e prezzo. Tutti gli altri posti che mio fratello - in - legge sapevano in Hospitalet erano chiusi il lunedì.
MA. . . Il cibo e il servizio molto piacevole. Siamo stati serviti con attenzione e con un po' di classe. Più di un ristorante standard. Non eravamo molto affamati ed era quasi antipasti: ensalada de o, calamar a la romana e andaluza (la romana calamares erano ben preparati e fritte) , e seppia alioli. Tutto buono. Abbiamo inoltre aggiunto un serve principale di tonno (OK).  Per il vino che avevamo Enate Crianza (molto buono) .
Prezzo è onesto con antipasti 9 - 12 euro e principale 15 - 20
non esiterei a tornare indietro prossima volta che mi trovo in città","Punteggio 4,0 su 5","",""
"Cibo eccellente, servizio meraviglioso",g1006061-d6905011,16 settembre 2016,couples,"Grazie ragazzi per una bella serata che abbiamo trascorso il tuo ristorante stasera!

Il ristorante è di per sé una tale posizione gusto dolce! Il menu era una selezione molto raffinata di piatti vegani e non-vegan. Il cibo era ottimo e così delizioso!! Potrete assaggiare gli ingredienti molto raffinati e freschi. Il servizio completa l'ottima impressione che abbiamo avuto: sono estremamente gentili e molto bello!

Grazie team-Quay per questa sera!","Punteggio 5,0 su 5","",""
Cibo incredibile cucina vegetariana,g1006061-d6905011,18 agosto 2016,couples,"Ero così affamati che ho dovuto iniziare con il dessert grezzo. Era deliziosa! E i nostri corsi principali potrebbe senza dubbio questa partita. La combinazione di sapori reso il cibo atmosfera lussuosa.
È anche un ambiente molto bello e successivamente, abbiamo potuto utilizzare la piccola waterparc solo per raffreddare un po'.
Essi crescono più di loro verdura propri. E c'è abbastanza piatti adatti ai vegani da scegliere.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/0c/93/f4/a8/photo0jpg.jpg,""
Cibo ottimo,g1007873-d3371452,17 agosto 2019,family,"Cibo ottimo, location ottima....se vuoi mangiare bene, cibo di qualità e prodotti locali allora questo locale fa per te. Da provare la paella e le fritture, anche il pesce servito e ottimo. I prezzi sono nella media il servizio è ottimo e attento alle esigenze dei clienti. Consiglio la visita!","Punteggio 5,0 su 5","",""
Cocina de proximidad,g1009772-d3183853,"",couples,"Parada camino de Lleida. Entrada sin esperas en el comedor al tener reserva y comida a la carta. Para hacer el menú hay que esperar al no aceptar reserva previa.
Presencia de las dos hermanas propietarias en el comedor. Una de ellas preocupándose de que todo vaya bien. Interesante carta de cocina catalana con propuestas de brasa (cocinados en el mismo comedor). Al poco de sentarse te sirven unos aperitivos y 2 porrones, con vino blanco y tinto. 
De primero compartimos uno de los platos estrella, boletus con foie y huevos fritos, muy buenos. 
Los segundos, cordero a la brasa. Postres caseros. 
Servicio rápido y correcto. Los precios de la carta relativamente altos pero producto de calidad, al menos los platos escogidos. 
Un lugar interesante.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/b8/bf/eb/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/b8/bf/e9/caption.jpg
Comedor al completo,g1009772-d10225684,"",none,"Como siempre carta variada fin de semana, comida bien elaborada, platos completos.
Buen servicio, precio acorde, ambiente relajado.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1d/38/b0/65/cordero-brasa.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1d/38/b0/63/entrecot-brasa.jpg
Comentario a la comida del 11.04.2021,g1009772-d10225684,"",none,"Ya en anteriores comentarios resaltábamos que era nuestro preferido en Santa Coloma de Queralt.
Como siempre buen menú fin de semana, variado y de calidad, buen servicio y precio adecuado, buen ambiente, tranquilidad.","Punteggio 5,0 su 5","",""
Comentario de la comida del pasado dia 20 de diciembre.,g1009772-d10225684,"",none,"Comida como siempre excelente, carta muy variada, servicio profesional, siempre muy atento, ambiente tranquilo, estas muy a gusto.
Relación calidad/precio, adecuado.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1c/8f/7a/76/detalle-del-comedor.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1c/8f/7a/77/cordero-brasa.jpg
"Comida , trato excelente",g1007885-d20206189,"",friends,Excelente experiencia josep nuestro camarero  siempre pendiente de nuestra mesa muchas gracias por hacer nuestra noche la mejor,"Punteggio 5,0 su 5","",""
Comida agradable.,g1009772-d3183853,"",friends,"El local es grande con mucha capacidad a pesar de ir a última hora nos atendieron bien y no nos metieron prisas a la hora de irnos.  Buena brasa a la vista. Buenos productos. Lo llevan dos señoras mayores muy amables y atentas con ganas de agradar y según dijeron que repitamos. Nos llevaron unos smigos que son asiduos. Lo mejor es compartir los primeros platos  y luego cada uno los segundos, todo bueno y bien cocinado, los postres caseros también ricos. Cocina clásica de platos catalanes con toque actual. Precios correctos.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2c/13/67/e1/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2c/13/67/e0/caption.jpg
Comida con piscina,g1009760-d4593882,"",friends,Calidad precio de comida excelente y el trato muy bueno.Lo mejor es que puedes hacer servicio de la piscina comiendo en el restaurante,"Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/2c/b0/ce/caption.jpg,""
"Comida de calidad, pero ESCASA, el precio es elevado,no sirven a todas las mesas por igual",g1009760-d4593882,"",family,"MUY CARO, CARÍSIMO calidad/precio.
La comida es escasa para el precio que cobran.
No sé que tipo de criterio siguen a la hora de servir las cantidades, no ponen la misma cantidad de comida a todas las mesas...
La paella para 3 personas te quedas con hambre, aunque en otras mesas con los mismos comensales han comido y repetido, y en las de 2 comensales sirven la misma cantidad...
Cuando pides una explicación el encargado sólo se defiende y nos invita a poner una reclamación...
Lo único que ha merecido la pena son los entrantes, croquetas y tostas de anguila ahumada y la atención de la camarera, amable y educada.","Punteggio 1,0 su 5","",""
Comida especial,g1009772-d4905483,"",friends,"Relación precio calidad mala, el bacalao frío así como la guarnición y los entremeses de embutido parecían de marca blanca.
No volveremos","Punteggio 1,0 su 5","",""
Comida para llevar,g1009775-d6970093,"",couples,"Decepcionante, hacía tiempo que no íbamos, ha perdido mucho.....
Al encargar comida para llevar debido a la situación que vivimos de pandemia, nos pareció una buena opción,recoger comida.La preparación en platos de cartón, ya no me pareció la mejor forma para transportarla........
En cuanto a la comida....los calcots no sabían a nada (además podría asegurar que por la forma de desprenderse la primera capa no eran ni hechos del mismo día......(la salsa tampoco tenía sabor) las alcachofas estaban durísimas...) El puré de patatas saladisimo, el pulpo tb duro.....el Xato llegó sin salsa, se derramó por el camino,además tenía un atún y bacalao adobado con una mala pinta que no apetecía comerlo, y un bacalao con cebolla que estaba comestible.Una mala experiencia, que no pienso repetir.","Punteggio 2,0 su 5","",""
Comida tradicional,g1006046-d4090798,"",couples,"Comida tradicional bien hecha y quiero destacar el trato del propietario, muy servicial, amable y atento… siento decir que día tras días quedan menos como el. 

Volveré.","Punteggio 5,0 su 5","",""
Comidas y cenas,g1009775-d6970093,"",family,"El restaurante es de comida tracional catalána, excelente trato y todo. Menú muy completo a medio día/ cenas y carta muy buena. Las cenas las sirven en el jardín que es muy bonito","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1c/06/98/bf/photo0jpg.jpg,""
Como en anteriores comentarios estamos muy a gusto en este restaurante,g1009772-d4905483,"",none,"Comida de calidad, platos bien presentados, completos, menù fon de semana muy variado, servicio atento, muy profesional, muy buen ambiente, calidad precio en consonancia.
Recomendable al 100%","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/26/1f/84/14/cordero-ecologico-rebozado.jpg,https://media-cdn.tripadvisor.com/media/photo-l/26/1f/84/11/conejo-brasa.jpg
Como en casa!,g1009760-d5971828,"",friends,"Para cenas con grupos y amigos grandes es la mejor opción. Calidad-precio excelente. El servicio atento y amable. La verdad, estás como en casa.","Punteggio 5,0 su 5","",""
Con espectaculares vistas al mar.,g1009775-d4557879,"",couples,"Buena comida, menú muy variado con todos sus platos muy cuidados y generosos en las raciones. Preciosa vista a la playa. Servicio rápido, amable, impecable vaya. Mesas exteriores en lugar amplio, sin penurias.","Punteggio 5,0 su 5","",""
CORTESIA PARI A ZERO,g1006045-d3635439,30 gennaio 2024,friends,"Siamo andati di giovedi' alle 20.45 seguendo le indicazioni su Vs portale con chiusura alle 21 ed era aperto. Ma quando siamo entrati ci hanno detto che la cucina era chiusa e di andare in un'altro ristorante anche se la nostra richiesta era di mangiare piatti ""freddi"".","Punteggio 1,0 su 5","",""
Cucina eccellente e l'ottimo servizio,g1009775-d2489355,29 maggio 2017,couples,"Un po' sorprendente vedere come raffreddare il posto è una volta arrivati in, e più grande con molte aree diverse, nonché un patio sul retro. Si tratta di una molto festoso e invitante luogo con grandi tavoli rotondi accomodanti diverse persone. Il personale era molto disponibile e cordiale, spesso chiesto se era tutto OK. Il proprietario è venuto dal nostro tavolo, oltre a ringraziare noi per arrivare nelle vicinanze. . . . Un gesto molto bello. Tre coppie condiviso una insalata con mango, bravas di patate e cozze al vapore. Tutti e tre i piatti erano abbastanza grande per 6 di noi per condividere. Poi abbiamo ordinato una paella di verdure, dato che era per la cena e non volevamo qualcosa di troppo pesante. È stato perfetto. Tutti noi abbiamo mangiato tanto quanto volevamo e ancora una volta che serve per andare. Con qualche cava di bere o birre e caffè più risiede in seguito, il conto è venuto a circa 26 € a persona.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/0f/6b/59/ff/salad-with-mango-and.jpg,https://media-cdn.tripadvisor.com/media/photo-l/0f/6b/5a/0e/vegetable-paella-for.jpg
Da ricordare,g1006045-d3635439,26 ottobre 2017,friends,"Ci siamo fermati per caso in questo ristorante e ogni elemento del pranzo è stato perfetto: accoglienza e compagnia dell'oste, ambientazione in mezzo alle opere dello stesso, cibo tradizionale canario sempre buono e gustoso, vino, per finire con un ottimo gelato al gofio che meriterebbe da solo di tornarvi","Punteggio 5,0 su 5","",""
da tornarci,g1007873-d2366834,6 settembre 2015,friends,nel centro della cittadina deltebre--------locale bello e raffinato.........personale all'altezza------ fatevi consigliare da loro.........le pietanze un po' tapas un po' paella e portate di  pesce vi soddisferanno.......ache il vino consigliato merita.........prezzi un po' piu' cari per essere in spagna--------ma merita................consigliato,"Punteggio 4,0 su 5","",""
"Dada la positiva experiencia de la anterior comida  en marzo, hemos vuelto a repetir.",g1009772-d4905483,"",none,"Platos muy bien presentados y de calidad, servicio muy atento y diligente, comedor al completo , muy buen ambiente.
Lo recomiendo al 100%","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/24/44/cf/90/filete-de-cerdo-iberico.jpg,https://media-cdn.tripadvisor.com/media/photo-l/24/44/cf/8b/filete-de-merluza-plancha.jpg
De 10,g1007873-d4312941,"",couples,"El trato fue genial, llegamos sin reserva pero nos pudieron acomodar en una mesa de fuera, el trato fue excelente, la comida fabulosa así como los tiempos en sacarla ( algo difícil con tanta gente) y el precio acorde al sitio y la calidad de la comida. Sitio al que volveré 100%","Punteggio 5,0 su 5","",""
Decepción,g1009760-d5614563,"",family,"Quizás íbamos con las espectativas demasiado altas pero los arroces no son nada del otro mundo, el arroz con bogavante era pobre simple y con falta de sabor y la marinera falta de bichos y justa de cantidad. No va acorde calidad precio. Los entrantes y postres en cambio si estaban muy bien. Lástima los arroces.","Punteggio 2,0 su 5","",""
Decepción,g1009775-d4557879,"",family,"Me esperaba más de este precioso restaurante. La comida es correcta sin más, algo cara para la cantidad que ofrecen y la calidad. Tendrían que empezar por tener unas cartas limpias pues estaban llenas d suciedad y roces en los bordes de todos los comensales ; esto da ya muy mala impresión cuando estás eligiendo la comida.También sobran las risitas y comentarios entre ellos d algunos camareros que denota poca profesionalidad.","Punteggio 3,0 su 5","",""
"Decepción, nos fuimos sin cenar",g1007873-d2235372,"",family,"Lamentable, nos fuimos sin cenar, fuimos a cenar con mis dos hijos, mesa para 3, tardaron 15 min. En coger comanda, nos dijeron que faltaban algunos platos, escogemos de los platos que en teoría si que quedaban, tardaron 45 min. En servir un plato de los 4 que habíamos pedido, carpaccio de atún y nos sirvieron carpaccio de gambas porque no les quedaba atún,  en fin…..1 hora esperando, carta incompleta, cambios de plato sin avisar…..un desastre, poca profesionalidad. 
Ibamos ilusionados porque el restaurante había salido en un Programa de Tv3 (joc de cartes), gran decepción,.","Punteggio 1,0 su 5","",""
"Decepción, perdida de confianza.",g1007873-d2235372,"",family,"Soy cliente desde 2020, con una valoración muy buena hasta hoy. Una desatención absoluta, incomprensiblemente olvidados, hasta el punto de levantarme para reclamar el plato que faltaba porque habían transcurrido más de 20 minutos.  Cuesta hacer clientes, menos mantenerlos, pero perderlos muy poco y en este caso no han hecho ‘’nada’’. 
Si aún así os atrevéis a ir, advertiros que la paella negra, vuestros pequeños la dejarán y vosotros beberéis más de lo habitual, porque la tinta sala mucho, (tengo 64años y como está difícilmente lo había percibido) y no os advertirán. Este menú y servicio no cuesta 38€,","Punteggio 2,0 su 5","",""
DECEPCIONANTE,g1009772-d10225684,"",none,fuimos el fin de semana i la verdad es que nos decepciono muchísimo. No tenian carta i el menú poco variado y cantidad excasa. Para los niños no habia nada que escoger,"Punteggio 1,0 su 5","",""
"Del dia ,the evening Menu",g1007873-d2366834,4 agosto 2013,family,"Abbiamo ordinato il menu Del dia compresi vino della casa e acqua.
12 Eu. Un buon rapporto qualità-prezzo. Tutti erano soddisfatti.
Le cozze erano perfette, insalata di maccheroni gustoso, sono stati presentati il pollo e il pesce molto bello. La crema catalana era buono, tu l'ultima volta che abbiamo visitato, aveva un sapore d'arancia che mi è piaciuto molto.","Punteggio 5,0 su 5","",""
Delicioso,g1007885-d20206189,"",family,"Buenisimo todo. Es un sitio genial para cenar. Hamburguesa y tapas buenisimas. Ademas el ambiente y el lugar esta super bonito, limpio y cuidado","Punteggio 5,0 su 5","",""
Delta dell'Ebro,g1007873-d2366834,21 agosto 2015,friends,"Risorante al centto di una cittadina sull'Ebro , in una piazzettaolto bella. Ristorantre quasi lussuoso. Personale fisponibole a farti capire vosa propone il menu"" scritto in Catalano. Propste mplto buone pesce frrschissimo cucinato mplto bene. Ottima l""anguilla di laguna e il baccala'. Prezzi buoni . Un antipasto due secondi due dessert vino e acqua due caffe' 49 euro. Provatelo merita.","Punteggio 4,0 su 5","",""
Deluso dalla Pizza,g1007885-d3177792,14 maggio 2017,family,"Leggendo i commenti su trip mi aspettavo una vera pizza e invece sono rimasto deluso. PIZZA cucinata in teglie rotonde con massa fina e sin sabor se mangi la margherita non sa di niente,  in alternativa le altre hanno ingredienti buoni e freschi e cio' da un po  di gusto alla pizza. Una critica sulla decorazione quei finti quadri di fogli stampati con cornice non si possono guardare , in alcuni i fogli si stanno staccando perche'  non provate piano piano a mettere qualche quadro VERO hai centinai di artisti bravi ed economoci. Servizio attento gentile e buono.","Punteggio 3,0 su 5","",""
Deposito come a casa,g1006045-d2444540,10 aprile 2017,friends,"Un'esperienza meravigliosa in mezzo al nulla! ! ! Il proprietario è stato nuovamente l'apertura di una bottiglia di vino e, quando ho muilini lei è un vino dal mio paese e la mia eyer andati in lacrime mi ha dato l'ultimo bicchiere di vino che ha avuto in bottiglia, anche se era per alcuni ospiti che aveva per il pranzo. Accanto che è un ristorante carino, con persone gentili e una vista meravigliosa.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/0e/ee/95/e3/photo0jpg.jpg,""
Desastroso,g1007873-d2235372,"",family,"Acudimos porque decia formar parte de las jornadas gastronomicas que se hacian en deltebre, nos sentamos pedimos el menu de las jornadas y nos dijeron que ni lo tenian ni lo hacian, por tanto publicidad fraudulenta, una pena , poca seriedad, ningun encargado se digno a dar explicacion......","Punteggio 1,0 su 5","",""
Desde 2018 que no habíamos comido en este restaurante,g1009772-d4905483,"",none,"Menú fin de semana muy variado, 11 primeros, 12 segundos,7 brasa leña, 10 postres.
la comida de calidad, platos completos y bien presentados.
Servicio atento y profesional.
Ambiente acogedor, comedor espacioso y bien decorado.
Precio en consonancia.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/22/5c/34/7c/tarta-san-marcos.jpg,https://media-cdn.tripadvisor.com/media/photo-i/22/5c/34/7a/huevos-estrellados-con.jpg
Devo aver avuto un altro posto rispetto alle altre recensioni... 😞,g1009855-d3876795,3 agosto 2017,family,"Il cibo veramente noioso "" del rood a bad "" . E il servizio: orribile. I bambini è stato offerto un secco, - shole in pelle - escalopina rigido con 10 (sì 10 ! ! ) - Industriale pomesfrites.
Gli adulti (come antipasto) aveva escalivada con acciughe su un pezzo di pane (che avrebbe potuto essere arrosto o fatti in casa ma appena era ancora "" noioso "" e anche gommose in un modo negativo.
Come una portata principale abbiamo ordinato un pezzo di Merluzzo con romesco. Abbiamo avuto un pezzo di del pesce surgelato, fritto con alcune mandorle tritate sulla pelle - lato, sulla cima di un forno tomatoe, un pezzo di pane (?  ! ) E con l'aglio al forno di metà sulla parte superiore. Così ho capito che lo rendono una parte decomposta romesco ma questo intento era nuovamente scrollata - a - un paradiso noioso e male. Il pesce era così chiaramente un - taglio di pre pezzo di lungo periodo merluzzo surgelato industriale che stavo per lasciare. . . Ma la famiglia del foro non hanno avuto una cosa da mangiare poiché la colazione (a parte un - gelato) e quindi abbiamo solo bisogno di ottenere qualcosa in fretta. Se non fosse così ci hanno lasciato questo posto e abbiamo trovato un po' di cibo adeguato altrove. Ohhh e il servizio. . . Oh Dio . .
Ho potuto dire tanto ma solo descrivere la reazione quando sono venuti e ci ha chiesto cosa ci ha pensato il cibo. Dato che avevamo mangiato dietro quasi a tutti (e i bambini dove ancora affamati) non mi hanno lamentato se non mi ha chiesto, ma quando ci hanno chiesto ho dovuto dire la verità. Ho detto al cameriere giovane esattamente quello che ho descritto qui. Poi ha appena preso il nostro splendente e sinistra. 2 Minutter dopo un po'/boss di manager - tipo aggressivo è venuto e ci ha chiesto se avevamo problemi. Mi hanno detto la stessa cosa anche in un posto molto calmo e gentile, ma lui ha detto che la carne era asciutto perché era così sottili (ma che non spiegare che era il contrario di gara ho dovuto rispondere) e poi ci ha detto che essi hanno per congelare il pesce perché la legge il prevenire parassiti. So che molto bene, ma che ancora non spiegare un pezzo di pesce industriale ho risposto. . .
E onestamente posso semplicemente aspettare un qualcosa di molto meglio in un pesce - ristorante al porto, specialmente quando il luogo è chiamato Nàutic e di impostare i prezzi al livello af e "" real ristorante "" .

Summa summarum. Io non lo consiglio a nessuno con solo un po' di passione per il cibo di andare in questo posto.","Punteggio 1,0 su 5","",""
Dinner,g1006046-d4090798,"",couples,"We went to dinner both days, incredible food amd fantastic treatment

El restaurante es precioso, la comida deliciosa y tanto el dueño como los camareros encantadores","Punteggio 5,0 su 5","",""
"Discreto, situato nella via principale di Tejeda",g1006045-d2444540,13 aprile 2023,couples,"Non siamo rimasti particolarmente soddisfatti di questo ristorante. Ritengo non buono il rapporto qualità-prezzo. Abbiamo speso 46 € per 3 portate, e acqua, piatti discreti, ma non del giorno stesso, sembravano semplicemente riscaldati. Prezzo eccessivo per essere in Spagna e per la qualità del cibo, prezzo comunque in linea con gli altri ristoranti di questo piccolo paesino, essendo un pò sperduto, non è facile trovare alternative migliori nelle vicinanze. Situato nella strada principale di Tejeda, dai tavoli all'aperto si può godere di una bella visuale. Parcheggio disponibile a circa 200 metri dalla strada principale di Tejeda e dal ristorante.","Punteggio 3,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/28/d0/4f/3c/caption.jpg,""
Eccellente,g1006061-d6905011,14 luglio 2017,couples,"Perfetto. Il gazpacho delizioso, tofu, vitigni, zucchine. E' molto bello, tranquillo e verde. Tutto superlativo! !","Punteggio 5,0 su 5","",""
Eccellente sotto tutti gli aspetti!,g1009855-d3876795,24 ottobre 2016,couples,"Abbiamo pranzato qui due volte, entrambe le volte superlativa! Oggi siamo andati sul set pranzo @ € 13 . 50 Il mio antipasto di calamari su una crostata di cipolla con salsa romesca era sublime, seguita da alla griglia o alla piastra bonito, nuovamente delizioso e una torta molto bella di cioccolato con la zeppa migliore - gelato.
Non posso raccomandarlo abbastanza, servizio molto buono.","Punteggio 5,0 su 5","",""
Eccezionale,g1006045-d3635439,3 ottobre 2019,couples,"Locale molto intimo e particolare, il proprietario è un ottimo padrone di casa. Menu tipico del luogo, poche pietanze ma curate nei minimi dettagli e squisite. Lo consigliamo vivamente a chi vuole provare un’esperienza culinaria diversa dal solito.","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/19/7a/7f/f8/photo0jpg.jpg,""
eccezionale paella,g1009760-d3158055,1 gennaio 2018,couples,"È la terza volta che torniamo da Casa de Fusta senza mai rimanere delusi. Ottima cucina tradizionale, paella super e abbondante. Buonissime le anguille in umido e i barberechos. Vini in bottiglia un pò cari. Camerieri molto cortesi ...e alla fine ti regalano una piccola scatoletta di riso Montsià. Se il riso ti è piaciuto basta recarsi allo spaccio adiacente ed acquistarlo. Per la paella consigliato quello del Mas Tramontano varietà Bomba.","Punteggio 5,0 su 5","",""
Ein Bürgererlebnis,g1007885-d5864448,"",family,Beste Bürger in der Stadt und Umgebung. Sehr freundlich und zuvorkommendes Personal.  Immer wieder gern und bis zum nächsten Mal.,"Punteggio 5,0 su 5","",""
El mejor lugar donde comer y/o tomar algo,g1007885-d20206189,"",couples,"Recomendado al 100x100,trato excelente y comida buenísima. Sobretodo gracias a la encargada por el trato recibido. Volveré sin lugar a duda","Punteggio 5,0 su 5","",""
El mejor restaurante de la zona por calidad/precio,g1009772-d10225684,"",none,"Ya hemos comido en varias ocasiones, una vez más, hemos salido satisfechos, calidad de los platos, bien presentados.

Servicio muy profesional.

Ambiente relajado, te sientes muy a gusto.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/1f/15/10/7d/espalda-de-cordero-al.jpg,https://media-cdn.tripadvisor.com/media/photo-l/1f/15/10/79/mejillones-plancha.jpg
El precio de la calidad,g1006046-d4090798,"",none,"Siempre nos habían hablado bien de este restaurante y como sabíamos que es un establecimiento concurrido, reservamos con tiempo. Está ubicado justo a la entrada de la parte antigua de la ciudad que se corona  con la Iglesia de San Esteban. El comedor enclavado en un recinto con vueltas de piedra, nos avisa de la calidad del servicio. Elegimos el menú de degustación que es servido con diligencia y amabilidad. La comida es buena, muy bien presentada y condimentada. Disponen de una amplia carta de vinos de gama media, muy bien estructurada y para contentar a todos los paladares y bolsillos. El establecimiento cumple además, con todos los estándares normativos del COVID.","Punteggio 4,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/21/89/25/fd/entrada-al-comedor.jpg,""
encantados,g1009760-d5614563,"",family,"visita obligatoria cuando viajamos al Delta del Ebro, siempre salimos encantados. Paellas muy recomendadas","Punteggio 5,0 su 5","",""
Espectacular,g1007873-d2235372,"",business,"Espectacular. Siempre que vengo el nivel de la calidad de la comida es espectacular.
También remarcar el servicio en el comedor,  Lupe es muy buena, muy buen  trato a la gente, esta muy atenta a que no te falte de nada.
En conjunto, comida cocina servicio mi opinión es : espectacular.","Punteggio 5,0 su 5","",""
Espectacular,g1009760-d5971828,"",family,"La verdad es que ya he ido muchas veces y siempre salgo muy contenta 
El servicio no se puede pedir mas execelente
La calidad de la comida relacionado al precio espectacular
I el precio en global esta muy bien
Execelente y muy recomendable","Punteggio 5,0 su 5","",""
ESPECTACULAR ARROZ,g1009760-d5614563,"",couples,"Espectacular el arroz, los entrantes y todo. Recomendable al 100%. Todo en su punto, arroz con su socarrat y las ortigas brutales también. Volveremos!","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/f7/10/c5/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/f7/10/c6/caption.jpg
Espectacular celiaquía controlan,g1009760-d5614563,"",couples,"Comimos mi mujer y yo, mejillones al vapor y paella de púlpitos.Estado el lugar lleno nos atendieron de maravilla calidad precio espectacular no os olvidéis los postres buenísimos recomendado para gente celíaca saben bien de qué va el tema","Punteggio 5,0 su 5",https://media-cdn.tripadvisor.com/media/photo-l/2a/03/27/6c/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-l/2a/03/27/6d/caption.jpg
Espectacular de principio a fin,g1006046-d4090798,"",couples,"Precioso restaurante en el hotel con el mismo nombre en el pueblo de Madremanya.
La atención y el servicio impecables.
La cocina orientada a destacar el producto de calidad y la elaboración cuidada y con sentido.
Sin duda es un lugar de cabecera por ai estás por la zona.
Absolutamente sí.","Punteggio 5,0 su 5","",""
ESPECTACULAR!,g1009760-d5614563,"",friends,"Gran oferta oferta gastronómica en el Delta, ambiente tranquilo y acogedor con bonitas vistas a los arrozales.

Cocina tratada con mucho cariño, buenísimo para repetir, el trato del personal amable y cercano.

RECOMENDABLE al 100% volveremos !","Punteggio 5,0 su 5","",""
Esperienza da ripetere!,g1006045-d10607071,4 aprile 2019,friends,"Una vista da paura,  un locale bellissimo,  curato e con personale gentilissimo.  La cucina è meravigliosa.😃😃😃","Punteggio 5,0 su 5","",""
